listing_id,brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
1,63921,for_sale,549000,4,4,5,705034,Ranburne,Alabama,36273,2919,
2,3505,for_sale,175000,3,2,0.77,1793777,Fort Payne,Alabama,35967,1234,
3,88491,for_sale,118500,3,1,0.14,1143001,Fort Payne,Alabama,35967,1276,5/25/21
4,108059,for_sale,489900,3,3,41,1729536,Henagar,Alabama,35978,1840,
5,56401,for_sale,350000,3,2,18,1859295,Centre,Alabama,35960,1980,
6,81685,for_sale,60000,3,2,2.08,1953174,Fort Payne,Alabama,35967,1980,
7,108156,for_sale,85000,3,2,4.02,1263578,Fort Payne,Alabama,35967,1980,
8,108156,for_sale,40000,3,2,2.13,1265826,Fort Payne,Alabama,35967,1980,
9,81685,for_sale,60000,3,2,1.29,1998164,Fort Payne,Alabama,35967,1980,
10,81685,for_sale,55000,3,2,1.28,1953175,Fort Payne,Alabama,35967,1980,
11,100350,for_sale,65000,3,2,1.68,15311,Centre,Alabama,35960,1980,
12,88491,for_sale,6000,3,2,0.7,1904543,Fort Payne,Alabama,35967,1980,
13,56400,for_sale,40000,3,2,2.07,1892488,Cedar Bluff,Alabama,35959,1980,
14,88491,for_sale,8000,3,2,0.43,1983495,Fort Payne,Alabama,35967,1980,
15,56401,for_sale,12500,3,2,0.85,1947247,Centre,Alabama,35960,1980,
16,56401,for_sale,12500,3,2,0.77,1947249,Centre,Alabama,35960,1980,
17,100350,for_sale,62500,3,2,1,1758948,Centre,Alabama,35960,1980,
18,56401,for_sale,14500,3,2,0.84,1865928,Centre,Alabama,35960,1980,
19,56400,for_sale,10000,3,2,1.03,1866255,Cedar Bluff,Alabama,35959,1980,
20,56400,for_sale,10000,3,2,1.03,1866104,Cedar Bluff,Alabama,35959,1980,
21,56401,for_sale,20000,3,2,0.83,1948021,Centre,Alabama,35960,1980,
22,56400,for_sale,8000,3,2,0.91,1866253,Cedar Bluff,Alabama,35959,1980,
23,56400,for_sale,8000,3,2,0.85,1866256,Cedar Bluff,Alabama,35959,1980,
24,56400,for_sale,8000,3,2,0.56,1864262,Cedar Bluff,Alabama,35959,1980,
25,56400,for_sale,8000,3,2,0.66,1864439,Cedar Bluff,Alabama,35959,1980,
26,81686,for_sale,20000,3,2,2.45,115327,Mentone,Alabama,35984,1980,
27,9153,for_sale,8900,3,2,0.64,1864120,Cedar Bluff,Alabama,35959,1980,
28,9153,for_sale,9000,3,2,0.82,1864121,Cedar Bluff,Alabama,35959,1980,
29,88491,for_sale,12000,3,2,2.25,1910246,Fort Payne,Alabama,35968,1980,
30,88491,for_sale,18000,3,2,2,1899134,Centre,Alabama,35960,1980,
31,88491,for_sale,120000,3,2,2.87,1865269,Cedar Bluff,Alabama,35959,1980,
32,16598,for_sale,19900,3,2,0.01,1863359,Centre,Alabama,35960,1980,
33,16598,for_sale,19900,3,2,0.7,1863361,Centre,Alabama,35960,1980,
34,16598,for_sale,19900,3,2,0.7,1863360,Centre,Alabama,35960,1980,
35,16598,for_sale,19900,3,2,0.7,1863362,Centre,Alabama,35960,1980,
36,62710,for_sale,120000,3,2,2.74,947814,Cedar Bluff,Alabama,35959,1980,
37,88491,for_sale,599900,3,2,329,1866257,Gaylesville,Alabama,35973,1980,
38,62710,for_sale,90000,3,2,1.63,676811,Cedar Bluff,Alabama,35959,1980,
39,62710,for_sale,85000,3,2,1.79,672932,Cedar Bluff,Alabama,35959,1980,
40,88491,for_sale,32000,3,2,1.55,1847237,Fort Payne,Alabama,35967,1980,
41,62710,for_sale,105000,3,2,0.8,962298,Cedar Bluff,Alabama,35959,1980,
42,62710,for_sale,110000,3,2,0.91,969439,Cedar Bluff,Alabama,35959,1980,
43,7501,for_sale,139900,3,2,64,1893467,Gaylesville,Alabama,35973,1980,
44,76480,for_sale,90000,3,2,5.8,1961716,Mentone,Alabama,35984,1980,
45,9153,for_sale,95900,3,2,0.7,1980571,Centre,Alabama,35960,1980,
46,84177,for_sale,29900,3,2,1,1229070,Mentone,Alabama,35984,1980,
47,62704,for_sale,55000,3,2,1.63,1864366,Cedar Bluff,Alabama,35959,1980,
48,100350,for_sale,48000,3,2,2.26,1864369,Cedar Bluff,Alabama,35959,1980,
49,62704,for_sale,55000,3,2,1.51,1864365,Cedar Bluff,Alabama,35959,1980,
50,9153,for_sale,37500,3,2,11,1866262,Cedar Bluff,Alabama,35959,1980,
51,56400,for_sale,15700,3,2,0.32,1891646,Cedar Bluff,Alabama,35959,1980,
52,56400,for_sale,15700,3,2,0.32,1891659,Cedar Bluff,Alabama,35959,1980,
53,88491,for_sale,400000,3,2,100,2000458,Fort Payne,Alabama,35967,1980,
54,56400,for_sale,14000,3,2,0.7,1883751,Centre,Alabama,35960,1980,
55,81685,for_sale,15000,3,2,0.52,1930366,Fort Payne,Alabama,35967,1980,
56,102608,for_sale,489900,3,2,315.15,1866257,Gaylesville,Alabama,35973,1980,
57,56295,for_sale,13900,3,2,0.92,1207852,Cedar Bluff,Alabama,35959,1980,
58,106932,for_sale,93000,3,2,0.7,1922103,Cedar Bluff,Alabama,35959,1980,
59,56400,for_sale,14000,3,2,0.47,1883755,Centre,Alabama,35960,1980,
60,70230,for_sale,115000,3,2,3.7,334817,Fort Payne,Alabama,35967,1980,
61,56295,for_sale,75000,3,2,4.88,1866102,Cedar Bluff,Alabama,35959,1980,
62,95830,for_sale,89500,3,2,4.5,1316783,Cedar Bluff,Alabama,35959,1980,
63,56401,for_sale,72000,3,2,2.2,5292,Centre,Alabama,35960,1980,
64,42249,for_sale,50000,3,2,0.47,1891823,Cedar Bluff,Alabama,35959,1980,
65,56400,for_sale,69500,3,2,0.25,1863895,Centre,Alabama,35960,1980,
66,56400,for_sale,77400,3,2,0.25,1863897,Centre,Alabama,35960,1980,
67,56400,for_sale,77400,3,2,0.25,1863896,Centre,Alabama,35960,1980,
68,56295,for_sale,59900,3,2,1,1864364,Cedar Bluff,Alabama,35959,1980,
69,88491,for_sale,79900,3,2,1,1864728,Mentone,Alabama,35984,1980,
70,16598,for_sale,399900,4,3,0.7,1847093,Centre,Alabama,35960,2709,
71,56400,for_sale,60000,3,2,10,1981015,Cedar Bluff,Alabama,35959,1980,
72,62704,for_sale,65900,3,2,8,326654,Centre,Alabama,35960,1980,8/21/20
73,95880,for_sale,49900,3,2,7.1,1951778,Mentone,Alabama,35984,1980,
74,88491,for_sale,22900,3,2,3.2,72401,Gaylesville,Alabama,35973,1980,
75,56400,for_sale,28000,3,2,2.8,1864340,Cedar Bluff,Alabama,35959,1980,
76,62704,for_sale,55000,3,2,2.61,1864354,Cedar Bluff,Alabama,35959,1980,
77,56400,for_sale,110000,3,2,40.96,1866174,Gaylesville,Alabama,35973,1980,
78,56400,for_sale,20000,3,2,0.47,1871403,Cedar Bluff,Alabama,35959,1980,
79,16598,for_sale,28500,3,2,1,1768248,Fort Payne,Alabama,35967,1980,
80,106932,for_sale,169000,2,1,0.7,1597743,Cedar Bluff,Alabama,35959,330,
81,95880,for_sale,850000,1,2,15,1439859,Piedmont,Alabama,36272,1080,
82,56400,for_sale,30000,3,2,0.93,1871402,Cedar Bluff,Alabama,35959,1980,
83,81685,for_sale,8900,3,2,0.34,1887192,Fort Payne,Alabama,35967,1980,
84,51485,for_sale,589000,3,3,29,1028044,Centre,Alabama,35960,4108,4/11/22
85,9955,for_sale,369000,3,2,19,1100463,Fort Payne,Alabama,35967,1980,
86,9955,for_sale,369000,3,2,19,1100464,Fort Payne,Alabama,35967,1980,
87,56400,for_sale,38000,3,2,1,1935870,Cedar Bluff,Alabama,35959,1980,
88,56400,for_sale,38000,3,2,0.58,1970888,Cedar Bluff,Alabama,35959,1980,
89,95880,for_sale,1250000,5,5,16.3,1535690,Fort Payne,Alabama,35967,5348,
90,108156,for_sale,74000,3,2,0.35,1952358,Mentone,Alabama,35984,1980,
91,81685,for_sale,39900,3,2,0.45,1866105,Fort Payne,Alabama,35967,1980,
92,83604,for_sale,179000,3,2,0.38,1658939,Cedar Bluff,Alabama,35959,1980,
93,81685,for_sale,279000,3,2,0.49,1336746,Fort Payne,Alabama,35967,1917,
94,93084,for_sale,320000,3,3,0.9,1609646,Fort Payne,Alabama,35967,2348,6/1/20
95,62710,for_sale,400000,3,2,1.13,1193848,Cedar Bluff,Alabama,35959,1807,
96,9955,for_sale,10000,3,2,0.52,1930527,Fort Payne,Alabama,35967,1980,
97,95829,for_sale,699900,4,3,10,306292,Centre,Alabama,35960,3710,
98,51485,for_sale,799999,3,3,18,1808155,Centre,Alabama,35960,2700,
99,108059,for_sale,159000,3,2,0.77,1866240,Mentone,Alabama,35984,1980,
100,9153,for_sale,139900,4,3,3,1737143,Centre,Alabama,35960,1960,11/10/21
101,97180,for_sale,18900,3,2,1,1863390,Centre,Alabama,35960,1980,
102,93084,for_sale,15900,3,2,1,1120807,Fort Payne,Alabama,35967,1980,
103,88491,for_sale,35000,3,2,2.3,1838561,Valley Head,Alabama,35989,1980,
104,56295,for_sale,99500,3,2,0.14,1951478,Cedar Bluff,Alabama,35959,1980,
105,106932,for_sale,93000,3,2,0.7,1864215,Centre,Alabama,35960,1980,
106,95880,for_sale,129000,3,2,0.34,1746279,Cedar Bluff,Alabama,35959,1980,
107,52925,for_sale,145000,4,2,0.7,968912,Piedmont,Alabama,36272,2016,
108,95830,for_sale,59900,2,1,0.49,1614184,Gaylesville,Alabama,35973,1600,
109,54419,for_sale,120000,3,3,0.14,1468644,Fort Payne,Alabama,35967,1800,
110,108059,for_sale,169000,3,2,0.37,898553,Fort Payne,Alabama,35967,1399,5/12/21
111,93133,for_sale,60000,3,2,40,1865023,Centre,Alabama,35960,1980,
112,30676,for_sale,55000,3,2,11,1527807,Gaylesville,Alabama,35973,1980,
113,88491,for_sale,119700,3,2,26.5,1923115,Fort Payne,Alabama,35967,1980,
114,106932,for_sale,425000,3,2,26,1119754,Gaylesville,Alabama,35973,1812,
115,56193,for_sale,625000,3,2,3.41,1805964,Gaylesville,Alabama,35973,4410,
116,70230,for_sale,169900,2,2,0.2,204202,Fort Payne,Alabama,35967,1088,
117,53016,for_sale,129900,5,2,0.29,1619858,Valley Head,Alabama,35989,1936,2/19/19
118,11145,for_sale,349900,3,2,23,1284872,Valley Head,Alabama,35989,2520,
119,56400,for_sale,159000,3,1,0.72,353533,Centre,Alabama,35960,768,
120,35658,for_sale,14999,3,2,0.98,1877398,Fort Payne,Alabama,35967,1980,
121,82651,for_sale,240000,4,3,1.01,1068822,Henagar,Alabama,35978,2224,2/14/08
122,53557,for_sale,99900,3,2,0.28,1303936,Cedar Bluff,Alabama,35959,1280,
123,56401,for_sale,205000,3,2,0.42,270258,Centre,Alabama,35960,1619,
124,56401,for_sale,124500,4,2,1,1778591,Piedmont,Alabama,36272,1980,
125,81685,for_sale,259900,3,2,0.55,1523599,Fort Payne,Alabama,35967,1797,10/22/20
126,81685,for_sale,214900,2,2,2.3,1241694,Mentone,Alabama,35984,920,11/22/21
127,62715,for_sale,74900,1,1,0.7,1452644,Centre,Alabama,35960,400,
128,4630,for_sale,350000,4,2,1.64,1488304,Fort Payne,Alabama,35967,2207,
129,93439,for_sale,185000,3,2,3,1290031,Henagar,Alabama,35978,1344,2/5/18
130,53487,for_sale,90000,3,2,13.7,1838543,Henagar,Alabama,35978,1980,
131,100350,for_sale,189000,3,2,0.7,1098325,Centre,Alabama,35960,1980,11/16/21
132,95880,for_sale,147000,3,2,0.7,1866173,Cedar Bluff,Alabama,35959,1980,
133,95880,for_sale,84900,3,2,0.9,1644684,Cedar Bluff,Alabama,35959,1980,
134,70230,for_sale,548500,5,4,8.7,1338547,Fort Payne,Alabama,35968,4996,9/9/19
135,63624,for_sale,280000,3,2,0.86,1340186,Fort Payne,Alabama,35967,2127,11/6/17
136,106932,for_sale,75900,3,2,0.7,1260622,Centre,Alabama,35960,1980,
137,30194,for_sale,199900,1,1,0.53,1236737,Centre,Alabama,35960,440,
138,56193,for_sale,199900,4,4,1,1724953,Centre,Alabama,35960,1200,
139,109999,for_sale,349900,5,4,3,1086886,Henagar,Alabama,35978,3200,7/22/21
140,56400,for_sale,669500,3,2,3.66,1631415,Gaylesville,Alabama,35973,3785,
141,60737,for_sale,59000,3,2,2,1864343,Cedar Bluff,Alabama,35960,1980,
142,58409,for_sale,940000,3,2,202,1865962,Mentone,Alabama,35984,1980,
143,9153,for_sale,35000,3,2,1.34,1865827,Centre,Alabama,35960,1980,
144,81685,for_sale,650000,3,2,44.12,1188657,Fort Payne,Alabama,35967,2323,
145,105588,for_sale,100000,3,2,0.96,414027,Fort Payne,Alabama,35967,1352,
146,44001,for_sale,99900,3,2,1,1692411,Fort Payne,Alabama,35967,1280,
147,40309,for_sale,199900,3,4,1.01,1749625,Centre,Alabama,35960,2500,
148,75300,for_sale,77500,2,1,0.7,620574,Centre,Alabama,35960,1082,
149,106932,for_sale,289000,3,2,1.46,286245,Cedar Bluff,Alabama,35959,1475,
150,51485,for_sale,399900,3,3,5,1445753,Centre,Alabama,35960,1900,
151,91556,for_sale,139900,3,1,5,245173,Cedar Bluff,Alabama,35959,1376,
152,106932,for_sale,159900,3,2,1.02,788576,Centre,Alabama,35960,1384,11/24/21
153,108059,for_sale,80000,2,1,0.28,441459,Fort Payne,Alabama,35967,997,
154,100350,for_sale,222000,3,2,1.36,18718,Cedar Bluff,Alabama,35959,1680,
155,63624,for_sale,300000,2,1,2.5,1407017,Mentone,Alabama,35984,1056,
156,84182,for_sale,79500,1,1,0.7,1452646,Centre,Alabama,35960,364,
157,84182,for_sale,169900,2,2,0.7,1452645,Centre,Alabama,35960,930,
158,95880,for_sale,599900,4,3,6.38,860421,Gaylesville,Alabama,35973,3500,
159,42246,for_sale,725000,3,2,2.73,323491,Mentone,Alabama,35984,2066,
160,36810,for_sale,19900,2,1,1.47,1385886,Gaylesville,Alabama,35973,720,
161,105588,for_sale,72000,3,1,0.7,524581,Henagar,Alabama,35978,756,
162,76480,for_sale,29900,3,2,3.33,1981288,Mentone,Alabama,35984,1980,
163,56400,for_sale,62700,2,1,0.16,1093863,Cedar Bluff,Alabama,35959,600,
164,9153,for_sale,450000,4,4,0.67,1808643,Centre,Alabama,35960,3929,
165,28815,for_sale,114400,2,2,1.3,434541,Henagar,Alabama,35978,1026,
166,97180,for_sale,20900,3,2,1,1863391,Centre,Alabama,35960,1980,
167,106932,for_sale,15000,3,2,0.7,1848850,County Road 380 Centre,Alabama,35960,1980,
168,106932,for_sale,15000,3,2,0.7,1848848,County Road 380 Centre,Alabama,35960,1980,
169,75300,for_sale,20000,3,2,4.43,1863913,Piedmont,Alabama,36272,1980,
170,81686,for_sale,19700,3,2,2.2,1838561,Henagar,Alabama,35978,1980,
171,106932,for_sale,15000,3,2,0.7,1848896,County Road 380 Centre,Alabama,35960,1980,
172,76480,for_sale,91500,3,2,10.55,1864739,Mentone,Alabama,35984,1980,4/21/22
173,108156,for_sale,25000,3,2,1.42,1676650,Fort Payne,Alabama,35967,1980,
174,88491,for_sale,55000,3,2,1.12,318068,Mentone,Alabama,35984,1980,
175,46898,for_sale,45000,3,2,0.13,1864720,Cedar Bluff,Alabama,35959,1980,
176,88491,for_sale,55000,3,2,1.1,350310,Mentone,Alabama,35984,1980,
177,88491,for_sale,55000,3,2,1.14,367033,Mentone,Alabama,35984,1980,
178,106932,for_sale,109000,3,2,0.7,253345,Centre,Alabama,35960,1980,
179,95880,for_sale,39900,3,2,0.19,1891648,Cedar Bluff,Alabama,35959,1980,
180,7502,for_sale,79900,3,2,0.16,1408065,Centre,Alabama,35960,1980,
181,105497,for_sale,425000,5,3,5.03,720300,Section,Alabama,35771,2924,
182,93240,for_sale,60000,3,2,1.72,3960,Pisgah,Alabama,35765,1980,
183,53487,for_sale,65000,3,2,0.89,1378866,Ider,Alabama,35981,1980,1/15/20
184,109975,for_sale,549900,2,3,21.2,759759,Bryant,Alabama,35958,2820,
185,28815,for_sale,48000,3,2,1.57,1624171,Bryant,Alabama,35958,1980,
186,15564,for_sale,64900,2,1,0.69,30820,Bridgeport,Alabama,35740,1150,
187,81685,for_sale,99000,3,2,11.2,1408495,Ider,Alabama,35981,1980,
188,9955,for_sale,5500000,3,3,744,1615979,Flat Rock,Alabama,35966,3218,
189,81884,for_sale,399000,3,2,70,1601623,Flat Rock,Alabama,35966,1400,
190,81685,for_sale,149000,3,2,24.6,242648,Ider,Alabama,35981,1980,
191,28815,for_sale,320000,1,1,17,1632506,Ider,Alabama,35981,384,
192,82651,for_sale,755000,4,4,6,1086400,Bryant,Alabama,35958,6862,
193,11291,for_sale,79900,3,2,15,1865477,Flat Rock,Alabama,35966,1980,
194,109975,for_sale,18900,3,2,1.7,1968881,Bryant,Alabama,35958,1980,
195,109855,for_sale,1500000,3,2,291,1863541,Ider,Alabama,35981,1980,
196,82651,for_sale,550000,4,4,13.93,1114800,Flat Rock,Alabama,35966,2850,
197,9955,for_sale,399900,4,3,1.5,1613183,Higdon,Alabama,35979,3098,10/30/09
198,11291,for_sale,99999,5,2,3.75,1548124,Flat Rock,Alabama,35966,1345,
199,82651,for_sale,234000,2,1,0.8,1795321,Bryant,Alabama,35958,765,
200,82651,for_sale,460000,3,3,23,1825774,Bryant,Alabama,35958,2601,
201,82651,for_sale,215000,4,2,1,1640267,Ider,Alabama,35981,1754,
202,8181,for_sale,258000,3,3,5,513852,Pisgah,Alabama,35765,1720,
203,79352,for_sale,24900,3,2,0.34,1895445,Bridgeport,Alabama,35740,1980,
204,9955,for_sale,280000,3,2,2,1825744,Bryant,Alabama,35958,1800,
205,82651,for_sale,299900,3,3,2,423272,Flat Rock,Alabama,35966,2743,1/14/09
206,82651,for_sale,255000,2,2,18,501608,Higdon,Alabama,35979,1829,7/11/18
207,53487,for_sale,219900,3,2,0.7,1299552,Ider,Alabama,35981,6000,
208,82651,for_sale,155000,2,2,1,1084834,Flat Rock,Alabama,35966,1292,
209,82651,for_sale,499900,1,1,46.6,684070,Flat Rock,Alabama,35966,536,
210,82651,for_sale,475000,4,3,6.38,907015,Bryant,Alabama,35958,2874,
211,66231,for_sale,225000,4,2,0.71,668251,Bridgeport,Alabama,35740,2502,
212,82651,for_sale,449000,2,1,40,162588,Flat Rock,Alabama,35966,1365,5/4/10
213,9955,for_sale,229000,2,1,0.74,592847,Flat Rock,Alabama,35966,1272,
214,74959,for_sale,289900,3,3,0.42,610458,Phenix City,Alabama,36867,2263,
215,53373,for_sale,229900,4,3,0.45,1157176,Phenix City,Alabama,36869,2498,
216,53373,for_sale,199000,3,2,0.32,568613,Phenix City,Alabama,36867,1839,11/16/01
217,21977,for_sale,84000,2,1,0.7,737495,Phenix City,Alabama,36867,805,5/27/83
218,11541,for_sale,194500,3,2,0.7,1350533,Phenix City,Alabama,36870,1416,
219,53070,for_sale,284900,4,3,0.13,568150,Phenix City,Alabama,36870,2640,9/24/19
220,51500,for_sale,349900,3,2,0.5,1074044,Phenix City,Alabama,36870,1450,9/4/07
221,85061,for_sale,299900,4,3,0.5,209698,Phenix City,Alabama,36870,2474,5/31/19
222,94685,ready_to_build,311299,4,2,0.7,1898579,Phenix City,Alabama,36867,2141,
223,94685,ready_to_build,378399,4,2,0.7,1898579,Phenix City,Alabama,36867,2659,
224,94685,ready_to_build,289999,3,2,0.7,1898579,Phenix City,Alabama,36867,1842,
225,94685,ready_to_build,351199,4,2,0.7,1898579,Phenix City,Alabama,36867,2519,
226,94685,ready_to_build,317299,4,2,0.7,1898579,Phenix City,Alabama,36867,2075,
227,94685,ready_to_build,329099,3,2,0.7,1898579,Phenix City,Alabama,36867,2251,
228,94685,ready_to_build,356599,4,2,0.7,1898579,Phenix City,Alabama,36867,2675,
229,94685,ready_to_build,300399,3,2,0.7,1898579,Phenix City,Alabama,36867,1838,
230,94685,ready_to_build,393499,5,2,0.7,1898579,Phenix City,Alabama,36867,2852,
231,94685,ready_to_build,399399,5,2,0.7,1898579,Phenix City,Alabama,36867,3016,
232,94685,ready_to_build,403199,4,2,0.7,1898579,Phenix City,Alabama,36867,3066,
233,94685,ready_to_build,342999,4,2,0.7,1898579,Phenix City,Alabama,36867,2542,
234,94685,ready_to_build,406999,5,2,0.7,1898579,Phenix City,Alabama,36867,3159,
235,94685,ready_to_build,339599,4,2,0.7,1898579,Phenix City,Alabama,36867,2607,
236,94685,ready_to_build,384999,4,2,0.7,1898579,Phenix City,Alabama,36867,2931,
237,94685,ready_to_build,384299,5,2,0.7,1898579,Phenix City,Alabama,36867,3018,
238,94685,ready_to_build,317399,3,2,0.7,1898579,Phenix City,Alabama,36867,2350,
239,66127,for_sale,97500,3,2,2,491151,Eufaula,Alabama,36027,2022,
240,43399,for_sale,119995,3,2,0.55,753276,Eufaula,Alabama,36027,2075,
241,43399,for_sale,98900,2,2,0.27,1222343,Eufaula,Alabama,36027,1876,
242,53372,for_sale,234000,3,2,0.39,1383588,Fort Mitchell,Alabama,36856,1821,7/6/15
243,69504,for_sale,490000,6,4,1,956712,Fort Mitchell,Alabama,36856,6897,4/12/16
244,16003,for_sale,225000,4,2,1,560942,Fort Mitchell,Alabama,36856,2058,8/20/07
245,98579,for_sale,285000,3,3,3.9,787573,Eufaula,Alabama,36027,2634,
246,53372,for_sale,290000,4,3,1,1133533,Fort Mitchell,Alabama,36856,2742,4/17/06
247,21977,for_sale,259000,4,3,0.66,331071,Fort Mitchell,Alabama,36856,2458,4/5/19
248,66127,for_sale,149900,3,2,0.25,974380,Eufaula,Alabama,36027,1493,
249,81920,for_sale,299000,4,3,0.38,1310869,Fort Mitchell,Alabama,36856,2618,2/20/08
250,56251,for_sale,398000,3,2,0.69,1801686,Eufaula,Alabama,36027,2827,
251,21977,for_sale,230000,4,2,0.46,1667718,Fort Mitchell,Alabama,36856,1904,5/4/06
252,43399,for_sale,365000,4,2,1.22,202246,Eufaula,Alabama,36027,2799,
253,85061,for_sale,289900,4,3,0.3,1229716,Fort Mitchell,Alabama,36856,2781,8/30/07
254,105651,for_sale,180000,3,1,8,1744273,Seale,Alabama,36875,1880,11/8/99
255,10107,for_sale,320000,4,4,0.46,697220,Fort Mitchell,Alabama,36856,3192,8/2/18
256,76231,for_sale,130000,3,2,17,1666903,Phenix City,Alabama,36869,1980,
257,76232,for_sale,130000,3,2,17,1666903,Phenix City,Alabama,36869,1980,
258,53372,for_sale,175000,3,2,0.81,1887784,Phenix City,Alabama,36867,1980,
259,16003,for_sale,6400,3,2,0.09,334412,Phenix City,Alabama,36869,1980,
260,30618,for_sale,50000,3,2,2.32,1207484,Smiths Station,Alabama,36877,1980,
261,30618,for_sale,45000,3,2,1.9,1210034,Smiths Station,Alabama,36877,1980,
262,84099,for_sale,1000000,3,2,10,466551,Phenix City,Alabama,36869,1980,9/3/63
263,30618,for_sale,35000,3,2,0.77,1182270,Smiths Station,Alabama,36877,1980,
264,81920,for_sale,40000,3,2,0.1,397527,Phenix City,Alabama,36867,1980,1/19/98
265,34222,for_sale,250000,3,2,4.78,1093591,Phenix City,Alabama,36870,1980,
266,36024,for_sale,199000,3,2,0.7,1093590,Phenix City,Alabama,36870,1980,
267,13048,for_sale,300000,3,2,1.71,1951060,Phenix City,Alabama,36867,1980,
268,13048,for_sale,200000,3,2,1.2,1951058,Phenix City,Alabama,36867,1980,
269,13048,for_sale,300000,3,2,1.19,1951059,Phenix City,Alabama,36867,1980,
270,7660,for_sale,109900,3,2,0.7,1369377,Eufaula,Alabama,36027,1649,
271,81313,for_sale,124900,2,2,8,289115,Pittsview,Alabama,36871,1600,
272,43399,for_sale,169000,3,3,0.36,1774082,Eufaula,Alabama,36027,1478,
273,66127,for_sale,132000,3,2,0.21,1167415,Eufaula,Alabama,36027,1558,
274,21977,for_sale,298000,4,4,1,1446807,Seale,Alabama,36875,2637,
275,108525,for_sale,219500,3,2,0.49,1177573,Eufaula,Alabama,36027,1649,9/28/07
276,21977,for_sale,294900,5,4,0.44,1071383,Fort Mitchell,Alabama,36856,3280,
277,53373,for_sale,275000,3,3,0.42,562717,Fort Mitchell,Alabama,36856,2458,10/14/15
278,16003,for_sale,231900,4,3,0.33,919890,Fort Mitchell,Alabama,36856,1875,7/21/20
279,21977,for_sale,250000,4,2,0.7,915277,Fort Mitchell,Alabama,36856,2090,
280,8785,for_sale,24500,3,2,2.3,595064,Eufaula,Alabama,36027,1980,
281,43399,for_sale,189000,3,2,0.54,979894,Eufaula,Alabama,36027,1755,12/31/20
282,53372,for_sale,322000,4,3,0.41,483509,Fort Mitchell,Alabama,36856,3506,9/14/12
283,81920,for_sale,264500,4,2,0.7,654649,Fort Mitchell,Alabama,36856,2262,9/1/15
284,66127,for_sale,854500,4,4,0.71,75659,Eufaula,Alabama,36027,4300,6/25/15
285,22012,for_sale,275500,3,2,0.28,410620,Eufaula,Alabama,36027,1780,
286,56251,for_sale,13725000,3,2,915,1893670,Eufaula,Alabama,36027,1980,
287,8785,for_sale,21500,3,2,2.03,1999966,Eufaula,Alabama,36027,1980,
288,8785,for_sale,10000,3,2,0.42,1907321,Eufaula,Alabama,36027,1980,
289,43399,for_sale,24900,3,2,2,1868471,Eufaula,Alabama,36027,1980,
290,98579,for_sale,175000,3,2,0.72,1121225,Eufaula,Alabama,36027,1685,
291,8785,for_sale,125000,3,2,8,1893355,Eufaula,Alabama,36027,1980,
292,106473,for_sale,7500,3,2,0.7,1941971,Eufaula,Alabama,36027,1980,
293,106564,for_sale,7500,3,2,0.7,1941971,Eufaula,Alabama,36027,1980,
294,8785,for_sale,750000,3,2,58,1893355,Eufaula,Alabama,36027,1980,
295,85061,for_sale,9900,3,2,0.55,1010603,Fort Mitchell,Alabama,36856,1980,11/21/05
296,66146,for_sale,995000,3,2,20.86,1893672,Eufaula,Alabama,36027,1980,
297,85061,for_sale,9900,3,2,0.65,1088865,Fort Mitchell,Alabama,36856,1980,11/21/05
298,85061,for_sale,9900,3,2,0.65,1297324,Fort Mitchell,Alabama,36856,1980,11/21/05
299,106473,for_sale,15000,3,2,0.7,1859495,Eufaula,Alabama,36027,1980,
300,110022,for_sale,20000,3,2,2,1608213,Midway,Alabama,36053,1980,
301,43399,for_sale,29500,3,2,0.41,1843954,Eufaula,Alabama,36027,1980,
302,8785,for_sale,149900,3,2,0.25,1994521,Eufaula,Alabama,36027,1980,
303,33581,for_sale,24000,3,2,0.52,97021,Eufaula,Alabama,36027,1980,
304,8785,for_sale,119000,3,2,0.5,1994520,Eufaula,Alabama,36027,1980,
305,56251,for_sale,750000,3,2,15,1896986,Eufaula,Alabama,36027,1980,
306,47171,for_sale,129500,3,2,0.6,42440,Eufaula,Alabama,36027,1980,
307,98579,for_sale,22000,3,2,0.82,1969968,Eufaula,Alabama,36027,1980,
308,8785,for_sale,119000,3,2,0.39,1994519,Eufaula,Alabama,36027,1980,
309,59518,for_sale,1800000,3,2,48,1893672,Eufaula,Alabama,36027,1980,
310,8785,for_sale,45000,3,2,0.23,1994517,Eufaula,Alabama,36027,1980,
311,8785,for_sale,50000,3,2,0.23,1994517,Eufaula,Alabama,36027,1980,
312,53372,for_sale,138000,3,2,0.64,1334199,Eufaula,Alabama,36027,1744,
313,43399,for_sale,775000,3,2,100,968695,Eufaula,Alabama,36027,2595,
314,53372,for_sale,495200,5,4,3.57,1949320,Fort Mitchell,Alabama,36856,4764,
315,53373,for_sale,54900,3,2,3,730893,Salem,Alabama,36874,1980,
316,50254,for_sale,249900,4,3,0.32,76700,Smiths Station,Alabama,36877,2639,
317,53091,for_sale,7900,3,2,0.47,1909015,Valley,Alabama,36854,1980,
318,53091,for_sale,7900,3,2,0.5,1909016,Valley,Alabama,36854,1980,
319,53091,for_sale,7900,3,2,0.5,1909017,Valley,Alabama,36854,1980,
320,102608,for_sale,725000,3,2,140,1865481,Smiths Station,Alabama,36877,1980,4/8/22
